county_name,candidate,value,rate_x,votes,rate_y,divisiveness,hhi,entropy,growth
Alba,Mircea Geoană,41188,0.23221252508851453,76037,0.3981036450643462,0.0916739647787673,0.284474910695658,1.5222932871752857,0.16589111997583167
Alba,Traian Băsescu,75595,0.4261946643213134,114961,0.6018963549356537,0.1295823842862384,0.284474910695658,1.5222932871752857,0.17570169061434032
Arad,Mircea Geoană,41651,0.20691008445106807,80865,0.36070655931485157,0.0914828519132416,0.29766845222891736,1.5216689067204434,0.1537964748637835
Arad,Traian Băsescu,94186,0.46788872329855935,143320,0.6392934406851484,0.1184976349059849,0.29766845222891736,1.5216689067204434,0.17140471738658902
Arges,Mircea Geoană,127978,0.4195807405561712,191679,0.5878065085926671,0.1164686605871759,0.2772994513123902,1.5186220495473068,0.16822576803649597
Arges,Traian Băsescu,76919,0.25218186706183976,134413,0.4121934914073329,0.0796394095575724,0.2772994513123902,1.5186220495473068,0.16001162434549315
Bacau,Mircea Geoană,104692,0.3516411172764036,165880,0.5302797810853664,0.1335226435318508,0.25874016192835897,1.5639089513268343,0.17863866380896282
Bacau,Traian Băsescu,83871,0.2817072187663742,146936,0.4697202189146335,0.0929002190899437,0.25874016192835897,1.5639089513268343,0.18801300014825928
Bihor,Mircea Geoană,58444,0.22196143664999413,132921,0.48353019494574334,0.1206704807452493,0.2165284530029639,1.703072175211396,0.2615687582957492
Bihor,Traian Băsescu,79183,0.30072500920978174,141976,0.5164698050542567,0.1302249777713085,0.2165284530029639,1.703072175211396,0.21574479584447492
Bistrita-Nasaud,Mircea Geoană,39496,0.2785645771031992,64001,0.407234665309239,0.1269229900036403,0.29773474275677014,1.4905812210551295,0.1286700882060398
Bistrita-Nasaud,Traian Băsescu,62225,0.4388718049991536,93159,0.592765334690761,0.1414041936666001,0.29773474275677014,1.4905812210551295,0.15389352969160736
Botosani,Mircea Geoană,78434,0.412281070625092,124834,0.6198896618846862,0.1084847713424137,0.27591372107983875,1.526791652341101,0.2076085912595942
Botosani,Traian Băsescu,45369,0.23847795462668994,76547,0.38011033811531375,0.088650077949487,0.27591372107983875,1.526791652341101,0.1416323834886238
Braila,Mircea Geoană,62287,0.38013487534710566,94493,0.5544387725165757,0.1076857358888622,0.254289045269402,1.5999354717603265,0.17430389716947003
Braila,Traian Băsescu,42688,0.2605230234048396,75937,0.4455612274834243,0.0815551663206035,0.254289045269402,1.5999354717603265,0.18503820407858468
Brasov,Mircea Geoană,60314,0.21662099407034419,132570,0.44866891841583356,0.0819795137325495,0.25058024263675593,1.6225969732727732,0.23204792434548938
Brasov,Traian Băsescu,98234,0.352812725594492,162904,0.5513310815841664,0.0979008598852475,0.25058024263675593,1.6225969732727732,0.19851835598967443
Buzau,Mircea Geoană,82933,0.37392072788591163,131082,0.5606514886464246,0.127966252840906,0.2643351533921959,1.5527096933678144,0.18673076076051293
Buzau,Traian Băsescu,62275,0.2807798262343717,102721,0.43934851135357544,0.0937353513250602,0.2643351533921959,1.5527096933678144,0.15856868511920374
Calarasi,Mircea Geoană,45085,0.32972296981043764,77068,0.5255735290106113,0.0975336898257729,0.24951258716371671,1.5794081091484036,0.19585055920017364
Calarasi,Traian Băsescu,37328,0.2729932131991575,69568,0.47442647098938867,0.0882941753579525,0.24951258716371671,1.5794081091484036,0.2014332577902312
Caras-Severin,Mircea Geoană,39880,0.28139001587581586,74037,0.47812384968582294,0.0974067449635839,0.25926507381191743,1.5704156300404954,0.19673383381000709
Caras-Severin,Traian Băsescu,50362,0.3553501499382607,80812,0.521876150314177,0.1250541893185964,0.25926507381191743,1.5704156300404954,0.1665260003759163
Cluj,Mircea Geoană,60859,0.19408549341769568,128369,0.3722210784839637,0.0988694779851644,0.25961789276345426,1.6179848738115887,0.178135585066268
Cluj,Traian Băsescu,129353,0.4125197724257577,216504,0.6277789215160363,0.1199333794071514,0.25961789276345426,1.6179848738115887,0.2152591490902786
Constanta,Mircea Geoană,114631,0.33369430107620784,176747,0.4636838239152107,0.1157441015420787,0.2787490207530518,1.5095005549422487,0.12998952283900284
Constanta,Traian Băsescu,126621,0.36859755298802693,204433,0.5363161760847893,0.0960621254029007,0.2787490207530518,1.5095005549422487,0.1677186230967624
Covasna,Mircea Geoană,7550,0.09868894030299466,27520,0.40212165933632393,0.1146641181043222,0.3386685495472239,1.444559520774517,0.30343271903332925
Covasna,Traian Băsescu,15125,0.19770466517652902,40917,0.5978783406636761,0.1111611946368071,0.3386685495472239,1.444559520774517,0.40017367548714705
Dambovita,Mircea Geoană,99495,0.3803093082991866,140010,0.48803697661772705,0.1098401976166714,0.299281631692944,1.4520665270968216,0.10772766831854047
Dambovita,Traian Băsescu,95748,0.36598678979878907,146874,0.511963023382273,0.0976578530725703,0.299281631692944,1.4520665270968216,0.14597623358348388
Dolj,Mircea Geoană,145768,0.4434075042966433,207809,0.5649854681590917,0.1221149832384994,0.3165100413500678,1.3772469447379367,0.1215779638624484
Dolj,Traian Băsescu,98510,0.29965474760072397,160004,0.43501453184090827,0.1014374270245854,0.3165100413500678,1.3772469447379367,0.1353597842401843
Galati,Mircea Geoană,97677,0.35900762657355506,149476,0.5210129141323481,0.1349864244194125,0.26779030169185936,1.530817972417626,0.162005287558793
Galati,Traian Băsescu,84251,0.309660939079298,137419,0.47898708586765193,0.0770327532080387,0.26779030169185936,1.530817972417626,0.16932614678835395
Giurgiu,Mircea Geoană,50047,0.3656962894763763,82066,0.5497307146110769,0.139919211333996,0.28042391906558906,1.4618240334001331,0.18403442513470064
Giurgiu,Traian Băsescu,43005,0.31423999298522515,67218,0.45026928538892314,0.1621894177670597,0.28042391906558906,1.4618240334001331,0.136029292403698
Gorj,Mircea Geoană,65168,0.37027062346236667,102058,0.5451845362421808,0.0971074575842547,0.2708410139686287,1.5070345932240765,0.1749139127798141
Gorj,Traian Băsescu,53436,0.30361191129595855,85141,0.4548154637578192,0.080238374121865,0.2708410139686287,1.5070345932240765,0.15120355246186068
Harghita,Mircea Geoană,6647,0.05691460668384865,41910,0.4356865884211949,0.0855467583330531,0.5303849165463282,1.0588935020275834,0.3787719817373463
Harghita,Traian Băsescu,14836,0.1270325116235262,54283,0.5643134115788051,0.1081561006322532,0.5303849165463282,1.0588935020275834,0.4372808999552789
Hunedoara,Mircea Geoană,75704,0.3384266006240668,141185,0.5982339207552446,0.127476858612015,0.24280191301921336,1.6377024776219353,0.2598073201311778
Hunedoara,Traian Băsescu,56325,0.2517948626248357,94818,0.4017660792447554,0.1121612297338823,0.24280191301921336,1.6377024776219353,0.1499712166199197
Ialomita,Mircea Geoană,48434,0.4008441612182405,73257,0.5585485986153893,0.1164843165556555,0.2699608779899688,1.5567523977590263,0.1577044373971488
Ialomita,Traian Băsescu,33305,0.2756351899362741,57899,0.4414514013846107,0.0862669991366311,0.2699608779899688,1.5567523977590263,0.16581621144833658
Iasi,Mircea Geoană,124113,0.36443477418275033,204372,0.5592169889536777,0.133437569467602,0.26246408160054124,1.5435517214367482,0.19478221477092733
Iasi,Traian Băsescu,94282,0.27684158290830185,161089,0.44078301104632234,0.0897001153596677,0.26246408160054124,1.5435517214367482,0.16394142813802048
Ilfov,Mircea Geoană,45980,0.27103817405861685,87604,0.4733841639693287,0.1088503061887107,0.2620109407630231,1.5293841313079763,0.20234598991071184
Ilfov,Traian Băsescu,58274,0.3435075805805098,97455,0.5266158360306713,0.1079819842357103,0.2620109407630231,1.5293841313079763,0.18310825545016152
Maramures,Mircea Geoană,50060,0.2493524606495318,95222,0.43686630024866263,0.1018547237149465,0.2521991528823267,1.6161923698549587,0.18751383959913084
Maramures,Traian Băsescu,73879,0.36799661287108987,122744,0.5631336997513373,0.1078795179305054,0.2521991528823267,1.6161923698549587,0.19513708688024745
Mehedinti,Mircea Geoană,55237,0.38111567254286405,84423,0.5319860864304888,0.1122412913216621,0.29573294751909784,1.4203454220644438,0.1508704138876248
Mehedinti,Traian Băsescu,49226,0.33964190844171527,74271,0.4680139135695111,0.1006131294016112,0.29573294751909784,1.4203454220644438,0.12837200512779584
Municipiul Bucuresti,Mircea Geoană,225822,0.252882727821445,490490,0.5070607451515527,0.0424922739137897,0.24904224284416815,1.5802904311277803,0.25417801733010775
Municipiul Bucuresti,Traian Băsescu,278779,0.31218567712328565,476830,0.49293925484844725,0.033031693096187,0.24904224284416815,1.5802904311277803,0.1807535777251616
Mures,Mircea Geoană,43676,0.18517607753686477,117955,0.48798398139988997,0.1232571171039112,0.21243278505309643,1.7173691546468595,0.3028079038630252
Mures,Traian Băsescu,64752,0.27453341360626127,123764,0.51201601860011,0.1341366302866248,0.21243278505309643,1.7173691546468595,0.23748260499384877
Neamt,Mircea Geoană,89796,0.37643685388736575,132519,0.5157204067574983,0.1385426373320072,0.27389746015897853,1.5263478694582655,0.13928355287013255
Neamt,Traian Băsescu,75108,0.314862791458108,124440,0.48427959324250175,0.1001278566333334,0.27389746015897853,1.5263478694582655,0.16941680178439372
Olt,Mircea Geoană,105799,0.45811538728003326,145307,0.5751520932865212,0.1339949664074602,0.31675192913507116,1.376330389043795,0.11703670600648791
Olt,Traian Băsescu,62891,0.27232142857142855,107334,0.42484790671347883,0.1091066694716957,0.31675192913507116,1.376330389043795,0.15252647814205028
Prahova,Mircea Geoană,111489,0.2932578240489881,196849,0.46569765103608496,0.1013343755260165,0.2533785290445346,1.5808885036046372,0.17243982698709687
Prahova,Traian Băsescu,130470,0.34318496267498566,225848,0.534302348963915,0.0834515654230299,0.2533785290445346,1.5808885036046372,0.19111738628892938
Salaj,Mircea Geoană,29277,0.26546193114328975,60541,0.5277559844482801,0.1516794107008605,0.22030004465176112,1.6888630503628812,0.26229405330499034
Salaj,Traian Băsescu,32658,0.2961183095015732,54173,0.4722440155517199,0.1474923902613757,0.22030004465176112,1.6888630503628812,0.1761257060501467
Satu Mare,Mircea Geoană,31801,0.23094240419459552,68286,0.48020083964473326,0.1513664629806126,0.2248096068468688,1.6600341202241642,0.24925843545013773
Satu Mare,Traian Băsescu,40937,0.2972890538195075,73917,0.5197991603552667,0.1343735605293182,0.2248096068468688,1.6600341202241642,0.22251010653575926
Sibiu,Mircea Geoană,42375,0.21500111622998397,83459,0.3891624467261655,0.1158782600027826,0.2964123930207758,1.4909007758223138,0.17416133049618154
Sibiu,Traian Băsescu,87618,0.44455381243277253,130999,0.6108375532738345,0.1041446539976809,0.2964123930207758,1.4909007758223138,0.16628374084106196
Strainatate,Mircea Geoană,11717,0.12414311899388661,31045,0.2113687736594134,0.0952885696047332,0.3648348462507694,1.3957491186833246,0.08722565466552679
Strainatate,Traian Băsescu,52904,0.5605246707563862,115831,0.7886312263405866,0.1690196982256271,0.3648348462507694,1.3957491186833246,0.22810655558420034
Suceava,Mircea Geoană,91931,0.31132973229253097,145321,0.45804296093171326,0.127782225800574,0.28243932026617014,1.4999888817791236,0.1467132286391823
Suceava,Traian Băsescu,115699,0.39182146062278816,171944,0.5419570390682867,0.1291984245376745,0.28243932026617014,1.4999888817791236,0.15013557844549857
Teleorman,Mircea Geoană,95365,0.4416886665740355,134556,0.5879582089813111,0.1366738871400888,0.31512934388594394,1.3699717851436963,0.14626954240727563
Teleorman,Traian Băsescu,63143,0.29245055810291326,94297,0.4120417910186889,0.1198951124590738,0.31512934388594394,1.3699717851436963,0.11959123291577561
Timis,Mircea Geoană,69094,0.22877217147152018,138496,0.4051403113088604,0.0941168551990072,0.272807898922216,1.5615357486076116,0.17636813983734023
Timis,Traian Băsescu,123124,0.407667016531963,203351,0.5948596886911396,0.1023051151368741,0.272807898922216,1.5615357486076116,0.18719267215917657
Tulcea,Mircea Geoană,25410,0.2514646504631462,44368,0.40805665409730524,0.1151809074315912,0.27180179233312507,1.5205705834930479,0.15659200363415904
Tulcea,Traian Băsescu,39386,0.38977515636133325,64362,0.5919433459026947,0.1135973008107217,0.27180179233312507,1.5205705834930479,0.20216818954136145
Valcea,Mircea Geoană,76062,0.3808489011951912,120607,0.570494021039885,0.1166035686516602,0.27651894483574085,1.492671138933255,0.1896451198446938
Valcea,Traian Băsescu,56427,0.28253478672321336,90801,0.42950597896011505,0.0868692029254101,0.27651894483574085,1.492671138933255,0.1469711922369017
Vaslui,Mircea Geoană,77607,0.44347363969873943,111058,0.5999016891107186,0.1283068926818321,0.294342280176939,1.4935724622854551,0.1564280494119792
Vaslui,Traian Băsescu,45629,0.26074012274425995,74069,0.40009831088928144,0.1064195380987076,0.294342280176939,1.4935724622854551,0.1393581881450215
Vrancea,Mircea Geoană,70865,0.425610503177139,97408,0.5505360786286334,0.1329549466978994,0.30200308664470893,1.4304559592846493,0.12492557545149441
Vrancea,Traian Băsescu,49704,0.29851893670946894,79525,0.44946392137136654,0.0958547001377916,0.30200308664470893,1.4304559592846493,0.1509449846618976
